time_ms,time_ts,phase,pos_steps,pos_ft,vel_fps,acc_fps2,t_ms
1592499,1762292093.732057,ACCEL,40,0.19635,0.12000,0.07292,1592499
1592504,1762292093.732064,ACCEL,40,0.19635,0.12000,0.07292,1592504
1592509,1762292093.732070,ACCEL,40,0.19635,0.12000,0.07292,1592509
1592514,1762292093.732076,ACCEL,40,0.19635,0.12000,0.07292,1592514
1592519,1762292093.732082,ACCEL,40,0.19635,0.12000,0.07292,1592519
1592524,1762292093.732088,ACCEL,41,0.20126,0.12000,0.07305,1592524
1592529,1762292093.732094,ACCEL,41,0.20126,0.12000,0.07305,1592529
1592534,1762292093.732100,ACCEL,41,0.20126,0.12000,0.07305,1592534
1592539,1762292093.732105,ACCEL,41,0.20126,0.12000,0.07305,1592539
1592544,1762292093.732111,ACCEL,41,0.20126,0.12000,0.07305,1592544
1592549,1762292093.732117,ACCEL,41,0.20126,0.12000,0.07305,1592549
1592554,1762292093.732123,ACCEL,41,0.20126,0.12000,0.07305,1592554
1592559,1762292093.732128,ACCEL,41,0.20126,0.12000,0.07305,1592559
1592564,1762292093.732134,ACCEL,42,0.20617,0.12085,0.07371,1592564
1592579,1762292094.000935,ACCEL,42,0.20617,0.12085,0.07371,1592579
1592584,1762292094.000958,ACCEL,42,0.20617,0.12085,0.07371,1592584
1592589,1762292094.000969,ACCEL,42,0.20617,0.12085,0.07371,1592589
1592594,1762292094.000978,ACCEL,42,0.20617,0.12085,0.07371,1592594
1592599,1762292094.000986,ACCEL,42,0.20617,0.12085,0.07371,1592599
1592604,1762292094.001021,ACCEL,42,0.20617,0.12085,0.07371,1592604
1592609,1762292094.001030,ACCEL,43,0.21108,0.12385,0.07567,1592609
1592614,1762292094.001038,ACCEL,43,0.21108,0.12385,0.07567,1592614
1592619,1762292094.001046,ACCEL,43,0.21108,0.12385,0.07567,1592619
1592624,1762292094.001053,ACCEL,43,0.21108,0.12385,0.07567,1592624
1592629,1762292094.001061,ACCEL,43,0.21108,0.12385,0.07567,1592629
1592634,1762292094.001069,ACCEL,43,0.21108,0.12385,0.07567,1592634
1592639,1762292094.001076,ACCEL,43,0.21108,0.12385,0.07567,1592639
1592644,1762292094.001084,ACCEL,43,0.21108,0.12385,0.07567,1592644
1592649,1762292094.001096,ACCEL,44,0.21598,0.12685,0.07765,1592649
1592654,1762292094.001104,ACCEL,44,0.21598,0.12685,0.07765,1592654
1592659,1762292094.001111,ACCEL,44,0.21598,0.12685,0.07765,1592659
1592664,1762292094.001118,ACCEL,44,0.21598,0.12685,0.07765,1592664
1592669,1762292094.001125,ACCEL,44,0.21598,0.12685,0.07765,1592669
1592674,1762292094.001132,ACCEL,44,0.21598,0.12685,0.07765,1592674
1592679,1762292094.001139,ACCEL,44,0.21598,0.12685,0.07765,1592679
1592684,1762292094.001147,ACCEL,44,0.21598,0.12685,0.07765,1592684
1592689,1762292094.001154,ACCEL,45,0.22089,0.12986,0.07964,1592689
1592694,1762292094.001161,ACCEL,45,0.22089,0.12986,0.07964,1592694
1592699,1762292094.001168,ACCEL,45,0.22089,0.12986,0.07964,1592699
1592704,1762292094.001176,ACCEL,45,0.22089,0.12986,0.07964,1592704
